name	latitude_deg	longitude_deg
Marcel Marchant Airport	-41.45777893	-72.91860962
Municipal de Panguipulli Airport	-39.65330124	-72.36029816
Puyuhuapi Airport	-44.38560104	-72.59420013
Pullami Airport	-36.586667	-71.807778
Puerto Cisnes Airport	-44.74583435	-72.70055389
Calpulli Airport	-40.12889862	-72.66169739
Pichilemu Airport	-34.39416504	-72.01916504
PillÃ¡n Airport	-42.54611206	-72.49416351
Los Paltos Airport	-34.32805634	-70.96416473
Poco a Poco Airport	-37.8488884	-72.0083313
Corte Alto Airport	-40.94333267	-73.16999817
Perales Airport	-27.3516674	-70.58944702
La Puerta Airport	-34.613056	-71.375833
Peulla Airport	-41.05416489	-72.0083313
El Mirador Airport	-41.34939957	-72.94670105
Peumo Airport	-34.40888977	-71.16889191
Punta Catalina Airport	-52.59166718	-68.75
Cerro Castillo Airport	-51.26222229	-72.33750153
Patriot Hills Airport	-80.31829834	-81.30809784
La Colmena Airport	-38.3330574	-72.58694458
Quenac Airport	-42.46722412	-73.33583069
Icalma Airport	-38.74972153	-71.21778107
Lequecahue Airport	-38.3516655	-73.48860931
El Boco Airport	-32.85111237	-71.2463913
Las Quemas Airport	-40.63833237	-73.12750244
Quitralco Airport	-45.580556	-73.225556
Los Morros Airport	-36.13444519	-72.80444336
LasTacas Airport	-30.09639931	-71.3640976
Quemchi Airport	-42.15277863	-73.51694489
QueilÃ©n Airport	-42.89305496	-73.47638702
Villa Portales Airport	-38.44990158	-71.35479736
ChaÃ±aral Airport	-26.33250046	-70.6072998
RÃ_o Bravo Airport	-47.98583221	-73.1388855
Villa Tapera Airport	-44.62638855	-71.6388855
Rodelillo Airport	-33.06809998	-71.55750275
Estancia RÃ_o Cisnes Airport	-44.5	-71.3216629
Laguna San Rafael Airport	-46.63888931	-73.84999847
De La Independencia Airport	-34.17369843	-70.77570343
ReÃ±ihÃºe Airport	-42.58555603	-72.4944458
Rio Frio Airport	-41.73333359	-71.96666718
La Estrella Airport	-34.20111084	-71.48166656
Teniente Rodolfo Marsh Martin Base	-62.19079971	-58.98669815
Rio Negro Airport	-41.96222305	-72.45388794
Santa BÃ¡rbara Airport	-34.95888901	-71.1827774
Rapelhuapi Airport	-34.10580063	-71.51280212
RucaÃ±anco Airport	-40.52190018	-72.77279663
PurrahuÃ_n Airport	-40.365278	-72.776667
El Rosario Airport	-33.488889	-71.405556
El Almendro Airport	-35.96055603	-71.79333496
RÃ_o Murta Airport	-46.45333481	-72.6883316
La VerÃ_nica Airport	-38.611389	-72.128889
Rucalonco Airport	-34.54861069	-72.04528046
El Carrizal Airport	-34.443333	-71.706111
Alberto Santos Dumont Airport	-33.02861023	-70.87999725
Franco Bianco Airport	-52.73669815	-69.33360291
San Fernando Airport	-34.56579971	-70.96829987
La Florida Airport	-29.91620064	-71.19950104
VÃ_ctor LafÃ_n Airport	-32.74580002	-70.70500183
San GerÃ_nimo Airport	-33.35329819	-71.62609863
El Budi Airport	-39.06277847	-73.16999817
El Salar Airport	-23.64889908	-68.30500031
San Javier Airport	-35.6297226	-71.69972229
Colorado Airport	-35.66305542	-71.30361176
Minsal Airport	-23.58527756	-68.38277435
Santo Domingo Airport	-33.65639877	-71.61440277
Costa del Sol Airport	-34.12083435	-71.52722168
El Sobrante Airport	-32.223611	-70.8
Quilpe Airport	-40.34111023	-73.3172226
Segundo Corral Alto Airport	-42.08333206	-71.8638916
San SebastiÃ¡n Airport	-53.31700134	-68.65000153
Gamboa Airport	-42.49029922	-73.77279663
Santa LucÃ_a Airport	-38.91916656	-72.3666687
ViÃ±asutil Airport	-34.44889069	-71.38583374
Puerto SanchÃ©z Airport	-46.59999847	-72.6166687
Santa Luisa Airport	-37.743889	-71.71
Eulogio SÃ¡nchez Airport	-33.45629883	-70.54669952
Maquehue Airport	-38.76679993	-72.63710022
El Tepual Airport	-41.43889999	-73.09400177
Tongoy Airport	-30.26638794	-71.48361206
Tres Chorrillos Airport	-52.525278	-70.723889
Los Cerrillos Airport	-33.49359894	-70.69779968
Panguilemo Airport	-35.37779999	-71.60169983
La MontaÃ±a Airport	-34.97027588	-70.84638977
ChaitÃ©n Airport	-42.93280029	-72.69909668
Victoria Airport	-38.24560165	-72.34860229
RÃ_o Pascua Airport	-48.22777939	-73.29777527
Tres Quebradas Airport	-29.25279999	-70.08889771
TraiguÃ©n Airport	-38.27138901	-72.66249847
Santa Teresa del Almendral Airport	-33.57555389	-71.26083374
Las Breas Airport	-25.56430054	-70.37590027
Litueche Airport	-34.11055374	-71.71583557
El Tapihue Airport	-33.32027817	-71.33611298
PumalÃ_n Airport	-42.69583511	-72.83333588
El Litral Airport	-36.79360962	-72.42082977
La Obra Airport	-35.30055618	-71.33027649
Uni Frutti Airport	-34.81305695	-71.04611206
Lontuecito Airport	-35.28222275	-71.23638916
Rucamalen Airport	-36.81194305	-72.16722107
Verfrut Sur Airport	-36.21250153	-71.54444122
Aerosanta Cruz Airport	-34.64916611	-71.3861084
ViÃ±amar Airport	-33.35694504	-71.35416412
Hospital Villa Baviera Airport	-36.40027618	-71.5633316
El Indio Airport	-29.83444405	-70.04611206
Pichoy Airport	-39.65000153	-73.08609772
Lago Verde Airport	-44.27083206	-71.91666412
Verfrut Airport	-34.00722122	-71.39194489
El Vergel Airport	-39.82939911	-72.48829651
La Victoria de Chacabuco Airport	-33.05083466	-70.70888519
Villarrica Airport	-39.3125	-72.06222534
Paredes Viejas Airport	-34.39583206	-71.54528046
El Alamo Airport	-34.84777832	-72.02222443
Las MarÃ_as Airport	-39.7969017	-73.24169922
ViÃ±a del mar Airport	-32.94960022	-71.47859955
Huancara Airport	-30.02689934	-70.75160217
MarÃ_a Ester Airport	-38.23194504	-72.48332977
Cuatro Pantanos Airport	-34.83722305	-72.06500244
Lago Vargas Airport	-47.67722321	-73.06777954
ViÃ±a TarapacÃ¡ Airport	-33.76610947	-70.92388916
AgromanzÃºn Airport	-38.69583511	-72.34055328
Los Maitenes de Villa Vieja Airport	-40.31639862	-72.97720337
Malla Airport	-38.69138718	-72.28555298
Alupenhue Airport	-35.23944473	-71.0708313
Las Brujas Airport	-31.78666687	-71.0111084
Las Bandurrias Airport	-40.31999969	-72.22499847
Trilahue Airport	-37.11722183	-72.41110992
La Capilla Airport	-40.6277771	-72.76222229
LicÃ¡n Airport	-40.64139938	-72.41110229
Poyo Airport	-42.226667	-72.693611
Los Maitenes Airport	-36.0316658	-71.74111176
Cuyumaique Airport	-40.940556	-73.011667
Pozo Brujo Airport	-40.205278	-72.568056
Casas Viejas Airport	-32.59527588	-71.34722137
Estero Seco Airport	-33.74499893	-70.54944611
Wadi Seidna Air Base	15.81739998	32.51599884
Mj Aviation Ii Airport	42.67869949	-96.69889832
Mj Aviation I Airport	43.89970016	-98.10769653
Calico Field	44.05049896	-97.33509827
Thorson Airfield	45.3716011	-98.47869873
Mid-Dakota Hospital Heliport	43.78689957	-99.32649994
Soldotna Hospital H Heliport	60.49140167	-151.0780029
Hofer Private Airport	44.86660004	-98.0719986
Valburg Ranch Airport	43.73329926	-100.3980026
Cdp Hospital Heliport	45.65800095	-97.05010223
Andersen Farms Airport	44.46530151	-97.22250366
Hayes Emergency Airstrip	44.37080002	-101.0090027
Holy Infant Hospital Heliport	45.25640106	-99.77619934
Black Hills Health Care System Heliport	43.43740082	-103.4729996
Bruch Ranch Airport	44.44720078	-103.3949966
Rappe Field	45.45220184	-99.01229858
Mike Jacob Sturgis Heliport	44.41680145	-103.4499969
Menno Airport	43.24440002	-97.55310059
Sky Ranch For Boys Airport	45.5	-104
Bruch Airfield	44.494167	-103.394444
Booth Ranch Airport	45.12919998	-100.7559967
Fiedler Airport	45.49610138	-100.0039978
Rapid City Regional Hospital Heliport	44.05780029	-103.2259979
Shambo Ranch Airport	45.53329849	-101.8339996
Waltner & Richards Airport	43.5666008	-97.53369904
Ingle Airport	44.23970032	-98.04969788
Cook Field	43.78329849	-99.25759888
Community Memorial Hospital Heliport	44.87120056	-98.52120209
Jensen Airport	43.83330154	-96.85030365
Hunt Field	45.00279999	-101.2129974
Blomberg 42 Ranch Private Airport	45.20000076	-102.6500015
Hite Private Airport	45.28720093	-98.0542984
Harrold Municipal Airport	44.53089905	-99.74749756
Avera Queen of Peace Hospital Heliport	43.71409988	-98.00869751
Howard Field	42.90639877	-96.81079865
St Luke's Mrmc Heliport	45.4618988	-98.64320374
Winter Airfield	44.31579971	-98.27330017
Ralph Myers Airport	44.86660004	-99.61710358
W L Thompson Airport	44.5666008	-100.75
Burke Hospital Heliport	43.18190002	-99.29329681
Carr Airport	45.53329849	-102.814003
Ike John Private Airport	45.40000153	-102.7959976
Plihal Farms Airport	43.01670074	-97.86699677
Schaller Airport	45.25	-98.16699982
Custer Heliport	43.7621994	-103.6080017
Estelline Medical Clinic Heliport	44.57970047	-96.90080261
Whipple Ranch Airport	45.43769836	-96.99980164
Cooks Airport	43.97330093	-101.9520035
Flandreau Medical Center Heliport	44.05160141	-96.59200287
Flying T Airport	43.38470078	-103.4309998
Badlands Heliport	43.78329849	-101.8960037
Rushmore Heliport	43.8871994	-103.4260025
Bogner Field	43.11660004	-103.3669968
Vig Ranch Airfield	44.84999847	-102.5839996
Staben Strip	44.52080154	-101.5930023
Vander Wal Private Airport	45.99549866	-100.3759995
Livingston Airport	43.59109879	-98.45200348
Tennant Ranch Airport	45.82939911	-103.9449997
Barber Strip	44.00030136	-103.0179977
Anderson Aerial Spraying Airport	43.9015007	-99.87889862
Monty Harer Airstrip	45.20140076	-99.8361969
Mobridge Regional Hospital Heliport	45.54579926	-100.4489975
Vivian Airport	43.9314003	-100.3150024
Webster-Eneboe Airstrip	45.42499924	-96.86699677
Lee Airport	44.21559906	-97.60749817
Marone Airport	44.26580048	-98.12039948
Custer Regional Hospital Heliport	43.773039	-103.593806
Platte Community Memorial Hospital Heliport	43.38439941	-98.83560181
Dunn Airport	45.38909912	-102.0029984
Priebe Landing Strip	43.77059937	-99.20749664
Mitchell's Strip	44.46720123	-103.7870026
Star Aviation Nr 1 Heliport	44.46839905	-103.8119965
Telstar Heliport	43.69829941	-98.02149963
Gary Myers Airport	44.86420059	-99.60639954
Lundin Airport	44.99300003	-96.47699738
Pioneer Memorial Hospital Heliport	43.17580032	-97.084198
Oller Airport	43.87779999	-100.3619995
Barber Airport	44.46250153	-102.552002
Glawe's Airport	43.625	-96.75029755
Araras Airport	-22.33909988	-47.35929871
Maju Heliport	-21.09361076	-50.48138809
AchÃ© Heliport	-23.47444344	-46.52194214
Everaldo Moras Barreto Airport	-21.69479942	-51.09730148
SÃ£o Pedro Airport	-22.58361053	-47.89611053
Fazenda Palmeiras Airport	-22.15670013	-47.71929932
Angra dos Reis Airport	-22.97529984	-44.30709839
Amil Resgate Heliport	-23.49333382	-46.84805679
Americana Airport	-22.75580025	-47.26940155
Fazenda Santa Marina Airport	-20.8470993	-50.7879982
Fazenda Alamo Airport	-21.81520081	-47.90190125
Amarais Airport	-22.85919952	-47.10820007
Fazenda Santo Ã‚ngelo Airport	-22.24555588	-48.25777817
Hospital Paulistano Heliport	-23.5652771	-46.64277649
Centro Empresarial do AÃ§o Heliport	-23.63416672	-46.63999939
Hotel Canto da Floresta Heliport	-22.74861145	-46.6855545
Fazenda Santo AntÃ´nio Airport	-21.27569962	-51.28319931
C.T.O ItaÃº Heliport	-23.55805588	-46.61861038
Auxiliar I Heliport	-23.63194466	-46.7136116
Banco Industrial Heliport	-23.59111023	-46.68500137
Bradesco - Sta CecÃ_lia Heliport	-23.54000092	-46.64916611
Fazenda Altair Airport	-21.46719933	-48.36719894
Fazenda Laranjeiras Heliport	-22.20555687	-43.09500122
Batatais Airport	-20.87722206	-47.58555603
Bebedouro Airport	-20.90040016	-48.47330093
Bradesco Alphaville Heliport	-23.48749924	-46.85749817
Porto Seguro Heliport	-23.51222229	-46.67083359
Barra Green Heliport	-23.00611115	-43.34722137
Bandeirantes Heliport	-23.59499931	-46.70999908
Aeroclube Airport	-21.28194427	-50.32694244
Jimenez Heliport	-23.70944405	-47.42555618
Botucatu Airport	-22.93950081	-48.4679985
Banco Real S/A Heliport	-23.56361008	-46.65416718
Hospital BeneficÃªncia Portuguesa Heliport	-23.56805611	-46.64166641
Fazenda Bonanza Airport	-23.68611145	-47.55749893
Aeroporto Estadual Arthur Siqueira Airport	-22.97879982	-46.53710175
Business Center Heliport	-23.5961113	-46.68527985
Os Bandeirantes Heliport	-23.57583237	-46.68694305
Banco de Boston Heliport	-23.5447216	-46.63555527
BalneÃ¡rio SÃ£o JanuÃ¡rio Airport	-24.87083244	-47.7583313
Banespa RepÃºblica Heliport	-23.543263	-46.650276
Bariri Airport	-22.06920052	-48.70640182
KMS Heliport	-23.50527763	-46.84472275
CapÃ£o Bonito Airport	-24.03619957	-48.3567009
Refinaria Presidente Bernardes Heliport	-23.88777733	-46.42777634
Country Club Orgabil Airport	-21.22	-50.41
Catanduva Airport	-21.14920044	-48.98870087
Fazenda Marambaia Airport	-17.43833351	-44.93694305
CBS Heliport	-23.58472252	-46.67139053
Senadora Eunice Micheles Airport	-3.467929508	-68.92041206
Band Heliport	-23.64305687	-46.73611069
CabiÃºnas Heliport	-22.28166771	-41.71749878
CondomÃ_nio EdifÃ_cio Itaquere Heliport	-23.58222198	-46.68222046
Fazenda Campo Alegre Airport	-23.15416718	-49.20888901
Sete Povos Airport	-12.86333275	-46.16249847
Centro MÃ©dico Naval MarcÃ_lio Dias Heliport	-22.91722107	-43.26944351
Sorocaba Airport	-23.47800064	-47.49000168
Fazenda Sant`anna Heliport	-22.73666763	-46.74638748
MediterÃ¢neo Heliport	-23.59305573	-46.85277939
Fazenda CaiÃ§ara Airport	-24.07111168	-46.82944489
Veracel Heliport	-16.09194374	-39.41277695
Fazenda Santo Antonio do OriÃ§anga Airport	-22.22861099	-46.97000122
Brigadeiro Francisco Pinto de Moura Airport	-22.55416679	-42.11500168
Citibank Heliport	-23.56500053	-46.65361023
Fazenda Paloma Airport	-20.32611084	-48.82833481
Centro Empresarial Mourisco Heliport	-22.94972229	-43.18027878
Camargo CorrÃªa Heliport	-23.59194374	-46.68694305
Fazenda Bom Jardim Airport	-22.93611145	-44.09860992
Deputado Adib Chammas Heliport	-23.64222145	-46.53277969
Maggi AgropecuÃ¡ria Airport	-22.61249924	-50.09555435
Panco 10 Heliport	-22.66670036	-43.29610062
Sul AmÃ©rica Seguros Heliport	-23.60777855	-46.70055771
Hospital Samaritano Heliport	-23.53861046	-46.66249847
Birmann 29 Heliport	-23.58749962	-46.68083191
Fazenda Santa Maria Airport	-20.84889984	-50.07939911
Saint-ExupÃ©ry Airport	-22.48277855	-49.98389053
Fazenda Dois Lagos Airport	-23.30750084	-47.93388748
Dona Marta Heliport	-22.94499969	-43.19694519
Andradina Airport	-20.92499924	-51.38199997
CÃ¢ndido Mendes Heliport	-22.90416718	-43.17527771
Delta PLaza Heliport	-23.56749916	-46.64583206
Dracena Airport	-21.46050072	-51.60689926
de Imbetiba Heliport	-22.38777733	-41.77249908
Fazenda Santa Carolina	-22.13100052	-48.31930161
Usina Catanduva Airport	-21.12689972	-48.84469986
Delmar Heliport	-23.92111015	-46.21583176
Fazenda PaiquerÃª Airport	-19.8880558	-50.51416779
Cesari Heliport	-23.823611	-46.367778
EdifÃ_cio HSBC Tower Heliport	-23.5830555	-46.68388748
Ericson do Brasil Heliport	-23.06194305	-45.78250122
Rancho Enagri Airport	-16.95611	-53.57
Edra do Brasil Airport	-22.4402771	-47.70166779
Rancho Villela Airport	-23.57027817	-48.86333466
EdifÃ_cio Morumbi Office Tower Heliport	-23.62333298	-46.69610977
Fazenda Nova CalifÃ_rnia Airport	-22.4666996	-51.20080185
Fazenda Santo AntÃ´nio Heliport	-22.37805557	-47.32500076
Fazenda GuarÃ¡ do Pinhal Airport	-23.66583252	-48.07361221
Barra do Una Heliport	-23.73583221	-45.74694443
CondomÃ_nio SpÃ¡zio Central JK Heliport	-23.60027885	-46.55472183
EstÃ¢ncia Machado Airport	-22.10111046	-51.45166779
Fazenda Entre Rios Airport	-21.87859917	-48.65940094
Presidente EpitÃ¡cio Airport	-21.77429962	-52.14379883
Vigor Heliport	-23.53305626	-46.60333252
Fazenda Entre Rios Airport	-20.76499939	-50.85694504
EstÃ¢ncia Colorado Airport	-20.7602787	-47.86194229
TietÃª Airport	-23.10472107	-47.72444534
Empresarial Anhanguera Heliport	-23.38472176	-46.83166885
Centro Empresarial Vari Heliport	-23.49972153	-46.62277985
Grupo Julio SimÃµes - Sede Heliport	-23.54138947	-46.22916794
Imigrantes Heliport	-23.68888855	-46.60527802
Unibanco EusÃ©bio Matoso Heliport	-23.57250023	-46.69889069
Fazenda BonanÃ§a Airport	-20.67639923	-51.03079987
Fazenda Brumado Airport	-20.42309952	-48.56719971
Fazenda ConstÃ¢ncia Airport	-20.48859978	-49.18809891
FernandÃ_polis Airport	-20.27659988	-50.21559906
Fazenda Santo AntÃ´nio Airport	-22.06805611	-56.70249939
Fazenda Fittipaldi Citrus Airport	-21.8544445	-48.29583359
Fazenda Guanabara Heliport	-22.65888977	-44.4655571
Fazenda AmÃ¡lia Airport	-21.44400024	-47.3708992
Fazenda Itaquere Airport	-21.65460014	-48.2663002
Fazenda Figueira Airport	-22.06888962	-52.15888977
Fazenda Santa Albana Airport	-23.57111168	-48.28333282
Fazenda Santa Maria Airport	-22.28888893	-52.25583267
Fazenda SÃ£o Francisco Airport	-23.47500038	-49.54388809
Centro GrÃ¡fico Folha Heliport	-23.46555519	-46.86000061
Folha de SÃ£o Paulo Heliport	-23.53777885	-46.64583206
Centro Empresarial Botafogo Heliport	-22.94444466	-43.18166733
Fazenda Santa Gertrudes Heliport	-22.09222221	-48.3469429
Virgulino de Oliveira Airport	-22.41444397	-46.80888748
Fazenda Ponte Funda Airport	-21.87055588	-52.16305542
FederaÃ§Ã£o Paulista de Futevol Heliport	-23.52166748	-46.66722107
CondomÃ_nio EdifÃ_cio San Paolo Heliport	-23.57666779	-46.68777847
Casa Nova Airport	-9.157090187	-40.93769836
Fazenda Ipameri Airport	-21.63138962	-50.80888748
Vivo Barra Funda Heliport	-23.50916672	-46.68111038
Acapulco Heliport	-23.95499992	-46.20138931
Usina Colorado Airport	-20.27694321	-48.1819458
GarÃ§a Airport	-22.18359947	-49.65610123
Eucatex Heliport	-22.99416733	-48.56833267
Casas Bahia Heliport	-23.61027718	-46.57055664
Fazenda Fartura Airport	-22.36722183	-49.94694519
Fazenda Guariroba Heliport	-22.92277718	-46.90694427
Fazenda SuÃ_ssa Airport	-21.91222191	-49.85749817
Fazenda Gurucaia Airport	-21.49472237	-50.73389053
Catedral Mundial da FÃ© Heliport	-22.87888908	-44.2761116
Birmann 09 Heliport	-23.65416718	-46.71666718
Itapemirim Heliport	-23.45444489	-46.48583221
Hotel Fazenda Capricho Airport	-23.22444344	-48.79611206
Banco Sofisa Heliport	-23.56277847	-46.6558342
Guararapes Airport	-21.2630558	-50.6530571
Bertolucci Heliport	-23.58555603	-46.68027878
Fazenda Alvorada Airport	-22.52499962	-50.04583359
Usina Bonfim Airport	-21.40444374	-48.30333328
CPM Granja Viana Heliport	-23.59944344	-46.83250046
JKFC Heliport	-23.58666611	-46.67472076
Shering Plough Heliport	-23.62694359	-46.70777893
Fazenda AnhangaÃ_ Airport	-20.92749977	-50.74333191
Bradesco Cidade de Deus Heliport	-23.54888916	-46.77222061
HASP Heliport	-23.51333237	-46.64416885
Bradesco Heliport	-23.54805565	-46.76833344
Fazenda Koga Airport	-21.87194443	-49.98027802
Hospital de ClÃ_nicas de NiterÃ_i Heliport	-22.89444351	-43.11583328
Fazenda Herdade Airport	-22.49250031	-46.84361267
MÃ¡laga Heliport	-23.48166656	-46.7780571
Comercial Campineira de CombustÃ_veis Heliport	-22.75749969	-47.15805435
Hospital GastroclÃ_nica Heliport	-23.59499931	-46.65166855
Hospital da PolÃ_cia Militar Heliport	-23.47277832	-46.6202774
Pirelli - LaboratÃ_rio Eng. Cabos Heliport	-23.66305542	-46.50583267
Lagoa Heliport	-22.97563553	-43.2179184
Helicentro MorumbÃ_ Heliport	-23.59527779	-46.7452774
Philips Heliport	-23.60805511	-46.69694519
Bradesco - Santo AndrÃ© Heliport	-23.65583229	-46.52833176
Shopping Leste Aricanduva Heliport	-23.56749916	-46.5047226
TECSAT Heliport	-23.24277878	-45.9327774
Cetenco Plaza - Torre Norte Heliport	-23.55805588	-46.65750122
Morro da Urca Heliport	-22.95166779	-43.16583252
Hospital Albert Einstein Heliport	-23.60027885	-46.71500015
Hospital Bandeirantes Heliport	-23.6072216	-46.63444519
EdifÃ_cio SÃ£o Gonzaga Heliport	-23.55916786	-46.66083145
Hospital Vera Cruz Heliport	-22.90416718	-47.06777954
Saidor Airport	-5.627138889	146.4627778
ItaÃº - Boavista Heliport	-23.54583359	-46.6297226
IrmÃ£os Ribeiro Airport	-22.15810013	-46.77529907
ItararÃ© Airport	-24.1352787	-49.32833481
Industrial Estudantes Heliport	-23.58944	-46.87917
Ibitinga Airport	-21.74729919	-48.85570145
Fazenda Irohy Airport	-23.56555557	-46.06944275
Panco 13 Heliport	-22.75639915	-42.89030075
Fazenda Pedra Branca Airport	-22.90340042	-44.28900146
ItanhaÃ©m Airport	-24.16472244	-46.78555679
Clube do CÃ©u Airport	-22.99749947	-43.40139008
Aeroclube de ItÃ¡polis Airport	-21.59972191	-48.83277893
Fazenda Centro de VÃ´o a Vela IpuÃ£ Airport	-23.04333305	-45.77555466
Goettems Heliport	-23.04805565	-44.19499969
The Eagle`s Nest Heliport	-23.24749947	-49.02944565
ItaÃº NPD Paulista Heliport	-23.57666779	-46.65805435
Itu Airport	-23.34972191	-47.32777786
Ituverava Airport	-20.37549973	-47.76869965
EdifÃ_cio SÃ£o Paulo Trade Building Heliport	-23.59388924	-46.68888855
Iporanga - GuarujÃ¡ Heliport	-23.88777733	-46.17222214
FÃ¡brica de Motores Rolls Royce Heliport	-23.69888878	-46.5616684
Fazenda SÃ£o Paulo Airport	-20.15555573	-49.9347229
Doutor JosÃ© Augusto de Arruda Botelho Airport	-22.19472	-47.86167
Quinta Da Baroneza II Heliport	-22.973056	-46.7
Jaboticabal Airport	-21.22999954	-48.28469849
AvibrÃ¡s II Heliport	-23.34583282	-45.82500076
Fazenda JequitibÃ¡ Airport	-23.84527779	-48.44805527
Fazenda Ponte Preta Airport	-22.73333359	-49.48333359
Norberto Odebrecht Heliport	-12.9625	-38.43556
AvibrÃ¡s II Heliport	-23.32638931	-45.8172226
Francisco MellÃ£o Heliport	-23.59333229	-46.68805695
Jales Airport	-20.29299927	-50.54639816
SÃ_tio Santo AntÃ´nio Heliport	-23.13249969	-46.92833328
Fazenda SÃ£o Luiz Airport	-21.10055542	-47.75055695
SÃ£o Joaquim da Barra Airport	-20.59329987	-47.84220123
Fazenda SÃ£o Joaquim O.B. Airport	-20.82839966	-51.00799942
Fazenda Santa InÃªs Airport	-20.88249969	-49.39250183
J. Toledo Heliport	-23.17472267	-46.90833282
Hospital SÃ£o Luiz Heliport	-23.59027863	-46.67277908
SÃ£o JoÃ£o da Boa Vista Airport	-22.01722145	-46.84083176
Hospital Cidade Jardim Heliport	-23.59083366	-46.70333481
Paulista Capital Plaza - The Flat Heliport	-23.57111168	-46.64611053
Fazenda Barra do Agudo Airport	-20.80830002	-48.22190094
Casa Branca Airport	-21.78805542	-47.05555725
Fazenda Eldorado Airport	-22.30361176	-49.46222305
CondomÃ_nio AmÃ©rica Business Park Heliport	-23.61833382	-46.70305634
Coribe Airport	-13.77722168	-44.46444321
Juazeiro Airport	-9.155540466	-40.09140015
Fazenda GÃ¡vea Airport	-23.22500038	-49.1791687
EdifÃ_cio New Century Heliport	-21.2052784	-47.8097229
CL Heliport	-23.22444344	-45.90694427
Formosa do Rio Preto Airport	-11.02159977	-45.18669891
Mococa Airport	-21.4878006	-47.03440094
Hotel Emiliano Heliport	-23.56583214	-46.66527939
Fazenda e Haras Bela Vista Airport	-22.43805695	-48.40555573
Fazenda Campo Grande Airport	-20.25769997	-48.78860092
Fazenda Jamaica Airport	-22.18972206	-50.2788887
Fazenda SÃ£o JoÃ£o Airport	-20.21666718	-49.06666565
Fazenda TriÃ¢ngulo Airport	-15.17500019	-59.17111206
Torre da GlÃ_ria Heliport	-22.91805649	-43.17722321
EdifÃ_cio Dacon Heliport	-23.56805611	-46.68388748
ItanhangÃ¡ Heliport	-23.06083298	-47.18527985
Rede Globo Heliport	-23.61361122	-46.69610977
FazendaSodema Airport	-12.295278	-55.536944
Hospital das ClÃ_nicas Heliport	-23.5577774	-46.66888809
CondomÃ_nio Laranjeiras Heliport	-23.34416771	-44.66083145
Metropolitan Office Heliport	-23.58083344	-46.68249893
LucÃ©lia Airport	-21.74939919	-51.0182991
Fazenda SÃ£o Miguel Heliport	-24.19555664	-48.64277649
Rio de Contas Airport	-13.58749962	-41.7891655
SBT Heliport	-23.4766674	-46.77750015
Salviano InÃ¡cio Rocha Airport	-10.97444439	-41.06944275
Caldas do Jorro Airport	-11.04416656	-38.78416824
AbarÃ© Airport	-8.736989975	-39.11539841
IgarapÃ© Bahia Airport	-6.047780037	-50.57970047
CaculÃ© Airport	-14.48120022	-42.26470184
Leme Airport	-22.2269001	-47.38219833
Ipua Faz Alianca Airport	-20.50499916	-48.0442009
Fazenda Tosana Airport	-22.59972191	-42.0288887
Fazenda Pontal Airport	-13.56480026	-38.93999863
LenÃ§Ã_is Paulista Airport	-22.57839966	-48.77460098
Fazenda Perobal Airport	-21.50361061	-50.7780571
Fazenda Sonho Dourado Airport	-20.46722221	-50.14222336
Terminal PetrobrÃ¡s - Guararema Heliport	-23.4141674	-45.96666718
Fazenda Santa Rita Airport	-22.19939995	-50.37360001
Fazenda Santa LuÃ_za Airport	-22.48310089	-48.5245018
Fazenda SÃ£o Francisco Airport	-22.92083359	-51.35194397
Fazenda Campo Real Airport	-13.44694424	-57.78111267
Fazenda JacareÃºna Airport	-11.44111061	-52.20472336
MatÃ£o Airport	-21.62310028	-48.35250092
Fazenda Maristela Airport	-22.95416641	-45.6016655
Benteler Heliport	-23.00111008	-47.1194458
MaricÃ¡ Airport	-22.91950035	-42.83089828
Fazenda Santa Izabel Airport	-18	-54.69583333
Marchesan S.A. Airport	-21.63059998	-48.39289856
Maresias Heliport	-23.7863884	-45.57194519
Mirassol Airport	-20.80719948	-49.48609924
Comando do 8Âº Distrito Naval Heliport	-23.59416771	-46.64666748
Mogi Mirim Airport	-22.40999985	-46.90530014
Plataforma Merluza Airport	-25.26689911	-45.25279999
Meira Fernandes Heliport	-23.91666794	-48.42610931
Monte Alto Airport	-21.25898129	-48.52360725
Erik Heliport	-23.29999924	-46.59916687
Fazenda Quebracho Brasil Airport	-21.84805556	-57.89916667
Marambaia Airport	-23.06638908	-43.8797226
Marechiaro Heliport	-23.01555634	-44.28055573
Banco Bradesco Av. Paulista Heliport	-23.56222153	-46.65499878
Multiplan Heliport	-22.90944481	-43.17555618
Fazenda Morro Vermelho Airport	-22.2772007	-48.60449982
Fazenda KarajÃ¡ Airport	-14.1125	-50.68083333
Fazenda Fontana Airport	-15.5	-55.37916667
Fazenda Cambuhy Airport	-21.63290024	-48.47909927
Mercedes Benz do Brasil S/A Heliport	-23.66333389	-46.57944489
Fazenda Vale Verde Airport	-19.671944	-48.994722
Nobara - GuarujÃ¡ Heliport	-23.99944305	-46.29805756
Panco V Heliport	-23.03440094	-45.58810043
Fazenda Nova Damasco Airport	-22.48277855	-51.53027725
Fazenda SÃ£o Joaquim Airport	-22.19944382	-51.97360992
Center Shopping Heliport	-18.9038887	-48.2583313
Fazenda SÃ£o Gabriel Airport	-13.10000038	-56.95277786
Novo Horizonte Airport	-21.49780083	-49.2344017
Nascimento I Airport	-23.61972237	-46.98361206
